query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-A0A0B9W5M8-F1-model_v4,AF-Q96MZ0-2-F1-model_v6,0.232,86,66,0,2,87,48,133,0.0001933,237,0.9024,A0A0B9W5M8,Q96MZ0,maiA,GDAP1L1,9606
AF-A0A0E1FTA3-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.252,246,167,7,1,242,1,233,1.3280000000000001e-20,723,0.9023,A0A0E1FTA3,Q8N4T8,,CBR4,9606
AF-A0A7U5A2B5-F1-model_v4,AF-Q8NBP5-F1-model_v6,0.198,429,290,10,7,392,39,456,8.263e-15,734,0.902,A0A7U5A2B5,Q8NBP5,,SLC67A2,9606
AF-V5VH83-F1-model_v4,AF-P05091-2-F1-model_v6,0.287,411,262,15,64,460,76,469,2.886e-28,1039,0.902,V5VH83,P05091,calB_1,ALDH2,9606
AF-A0A1E3MAB9-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.244,459,315,16,13,453,43,487,4.82e-30,1139,0.9019,A0A1E3MAB9,Q9H2A2,,ALDH8A1,9606
AF-V5VEW0-F1-model_v4,AF-Q6IAN0-F1-model_v6,0.224,276,193,6,11,273,50,317,1.105e-18,693,0.9015,V5VEW0,Q6IAN0,,DHRS7B,9606
AF-A0A0H4UGL7-F1-model_v4,AF-Q6PKH6-2-F1-model_v6,0.241,248,155,4,1,245,24,241,7.56e-19,632,0.9014,A0A0H4UGL7,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M8F5-F1-model_v4,AF-Q8N4V2-F1-model_v6,0.2,454,325,10,2,429,67,508,1.53e-16,814,0.9013,A0A1E3M8F5,Q8N4V2,,SVOP,9606
AF-V5V9W2-F1-model_v4,AF-P45954-2-F1-model_v6,0.241,364,228,14,94,452,2,322,1.513e-16,741,0.9008,V5V9W2,P45954,mmgC_2,ACADSB,9606
AF-A0A1E3M7C6-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.223,237,169,6,7,237,1,228,6.558e-18,642,0.9008,A0A1E3M7C6,Q8N4T8,,CBR4,9606
AF-A0A1E3M3K3-F1-model_v4,AF-Q6PKH6-2-F1-model_v6,0.265,245,150,6,1,244,26,241,1.276e-17,629,0.9007,A0A1E3M3K3,Q6PKH6,,DHRS4L2,9606
AF-A0A7U4X8G2-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.218,188,133,3,7,189,1,179,3.021e-11,390,0.9007,A0A7U4X8G2,Q8N4T8,,CBR4,9606
AF-A0A7U4X9B0-F1-model_v4,AF-P36268-2-F1-model_v6,0.224,592,381,26,76,657,35,558,1.074e-34,1268,0.9006,A0A7U4X9B0,P36268,,GGT2P,9606
AF-A0A1L5TKS0-F1-model_v4,AF-Q5TKA1-F1-model_v6,0.026,75,73,0,126,200,341,415,6.483,60,0.9006,A0A1L5TKS0,Q5TKA1,,LIN9,9606
AF-V5VI41-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.219,237,169,6,15,245,2,228,6.018e-16,549,0.9004,V5VI41,Q8N4T8,yciK,CBR4,9606
AF-A0A1E3M466-F1-model_v4,AF-Q14689-4-F1-model_v6,0.193,575,409,20,1,534,327,887,3.323e-35,1175,0.9003,A0A1E3M466,Q14689,,DIP2A,9606
AF-A0A7U5A2W9-F1-model_v4,AF-Q9NQF3-F1-model_v6,0.207,130,96,3,4,132,11,134,7.029e-05,194,0.9003,A0A7U5A2W9,Q9NQF3,,SERHL,9606
AF-A0A1E3M1N8-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.292,188,115,7,221,396,28,209,1.836e-12,435,0.9001,A0A1E3M1N8,Q6PKH6,,DHRS4L2,9606
AF-A0A081H1H1-F1-model_v4,AF-O75648-2-F1-model_v6,0.364,370,195,9,1,338,3,364,2.03e-35,1198,0.8998,A0A081H1H1,O75648,mnmA,TRMU,9606
AF-A0A1E3M6V3-F1-model_v4,AF-Q13825-F1-model_v6,0.252,269,184,6,14,273,75,335,1.453e-20,716,0.8997,A0A1E3M6V3,Q13825,,AUH,9606
AF-A0A1E3M9B3-F1-model_v4,AF-Q5T0F9-F1-model_v6,0.185,54,40,1,22,71,532,585,1.211,80,0.8997,A0A1E3M9B3,Q5T0F9,,CC2D1B,9606
AF-A0A0B4BLI5-F1-model_v4,AF-Q8IY49-F1-model_v6,0.248,229,137,6,10,208,31,254,9.448e-10,467,0.8996,A0A0B4BLI5,Q8IY49,,MMD2,9606
AF-V5VBH2-F1-model_v4,AF-Q8IWU9-2-F1-model_v6,0.179,78,62,1,283,360,60,135,0.001118,168,0.8995,V5VBH2,Q8IWU9,pheA,TPH2,9606
AF-A0A059ZMA0-F1-model_v4,AF-P55265-3-F1-model_v6,0.142,63,53,1,6,67,136,198,0.1716,102,0.8994,A0A059ZMA0,P55265,nsrR,ADAR,9606
AF-V5VGV3-F1-model_v4,AF-O95571-F1-model_v6,0.261,214,129,6,1,207,22,213,5.37e-19,627,0.8991,V5VGV3,O95571,,ETHE1,9606
AF-V5VAV5-F1-model_v4,AF-Q9H4K7-F1-model_v6,0.362,342,200,8,2,340,71,397,7.753e-37,1278,0.8991,V5VAV5,Q9H4K7,cgtA,MTG2,9606
AF-A0A1E3M8L3-F1-model_v4,AF-Q96RQ3-F1-model_v6,0.419,674,356,11,3,646,49,716,1.878e-79,3023,0.8991,A0A1E3M8L3,Q96RQ3,,MCCC1,9606
AF-A0A059ZIK0-F1-model_v4,AF-Q8IWU9-2-F1-model_v6,0.189,79,61,2,332,410,62,137,0.0009271,187,0.8989,A0A059ZIK0,Q8IWU9,ilvA,TPH2,9606
AF-A0A1E3M758-F1-model_v4,AF-Q9UKU7-2-F1-model_v6,0.226,304,182,13,161,464,31,281,1.864e-12,543,0.8989,A0A1E3M758,Q9UKU7,,ACAD8,9606
AF-A0A0D7TCB6-F1-model_v4,AF-Q9H974-3-F1-model_v6,0.225,310,192,6,103,366,1,308,3.574e-19,683,0.8988,A0A0D7TCB6,Q9H974,tgt,QTRT2,9606
AF-A0A1E3M421-F1-model_v4,AF-Q13825-2-F1-model_v6,0.301,262,149,4,4,257,75,310,1.601e-20,734,0.8988,A0A1E3M421,Q13825,,AUH,9606
AF-V5VB88-F1-model_v4,AF-Q5I0G3-F1-model_v6,0.238,340,235,8,2,325,129,460,7.551e-23,864,0.8987,V5VB88,Q5I0G3,mdh,MDH1B,9606
AF-A0A0H4UF23-F1-model_v4,AF-Q96BP3-F1-model_v6,0.295,166,105,6,19,181,490,646,1.952e-13,522,0.8985,A0A0H4UF23,Q96BP3,ppiA,PPWD1,9606
AF-A0A1E3M2G1-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.225,518,349,23,23,526,7,486,2.931e-30,1052,0.8985,A0A1E3M2G1,Q9H2A2,,ALDH8A1,9606
AF-A0A1E3M3J5-F1-model_v4,AF-Q9UKU7-2-F1-model_v6,0.224,254,180,9,190,429,25,275,3.026e-13,585,0.8984,A0A1E3M3J5,Q9UKU7,,ACAD8,9606
AF-A0A1E3MAN5-F1-model_v4,AF-Q9NZB8-2-F1-model_v6,0.335,340,203,10,6,335,53,379,6.14e-29,1011,0.8983,A0A1E3MAN5,Q9NZB8,moaA,MOCS1,9606
AF-A0A1E3M8N0-F1-model_v4,AF-Q9NR19-F1-model_v6,0.178,582,394,21,27,535,100,670,1.197e-34,1083,0.8981,A0A1E3M8N0,Q9NR19,entE,ACSS2,9606
AF-A0A081GRI4-F1-model_v4,AF-Q147X3-F1-model_v6,0.231,134,94,4,1,128,212,342,1.353e-06,255,0.8978,A0A081GRI4,Q147X3,ypeA,NAA30,9606
AF-V5VCL3-F1-model_v4,AF-Q8IY82-F1-model_v6,0.126,79,69,0,40,118,777,855,2.948,73,0.8977,V5VCL3,Q8IY82,skp,DRC7,9606
AF-A0A1E3M766-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.226,238,167,10,7,239,2,227,9.268e-16,552,0.8977,A0A1E3M766,Q8N4T8,,CBR4,9606
AF-V5VAZ8-F1-model_v4,AF-Q9UKU7-3-F1-model_v6,0.247,364,225,9,85,444,3,321,6.495e-18,803,0.8977,V5VAZ8,Q9UKU7,,ACAD8,9606
AF-A0A1L5TKS0-F1-model_v4,AF-Q5TKA1-2-F1-model_v6,0.026,75,73,0,126,200,357,431,6.483,60,0.8976,A0A1L5TKS0,Q5TKA1,,LIN9,9606
AF-A0A1E3M1N8-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.291,185,117,6,224,400,1,179,4.686e-12,430,0.8973,A0A1E3M1N8,Q8N4T8,,CBR4,9606
AF-A0A0B9W6E2-F1-model_v4,AF-Q9UG56-F1-model_v6,0.277,303,183,8,13,281,108,408,1.261e-25,848,0.8972,A0A0B9W6E2,Q9UG56,psd,PISD,9606
AF-A0A1E3M2G1-F1-model_v4,AF-Q9H2A2-4-F1-model_v6,0.197,516,318,22,22,526,6,436,1.407e-21,720,0.8971,A0A1E3M2G1,Q9H2A2,,ALDH8A1,9606
AF-V5VCL3-F1-model_v4,AF-Q8IY82-2-F1-model_v6,0.126,79,69,0,40,118,712,790,3.515,70,0.8971,V5VCL3,Q8IY82,skp,DRC7,9606
AF-A0A7U5A2T0-F1-model_v4,AF-Q9H0R6-F1-model_v6,0.233,432,255,14,13,369,69,499,1.434e-28,927,0.897,A0A7U5A2T0,Q9H0R6,,QRSL1,9606
AF-A0A1E3M3K3-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.269,204,137,4,5,207,30,222,8.486e-16,558,0.8965,A0A1E3M3K3,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M777-F1-model_v4,AF-Q15493-2-F1-model_v6,0.219,296,153,6,2,292,5,227,1.321e-17,670,0.8965,A0A1E3M777,Q15493,,RGN,9606
AF-X2FEM3-F1-model_v4,AF-P24666-2-F1-model_v6,0.259,154,100,5,1,141,4,156,2.682e-11,386,0.8963,X2FEM3,P24666,wzb,ACP1,9606
AF-A0A1E3M7T2-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.233,506,351,13,24,515,4,486,1.025e-42,1430,0.8959,A0A1E3M7T2,Q9H2A2,,ALDH8A1,9606
AF-V5VH83-F1-model_v4,AF-O94788-3-F1-model_v6,0.26,464,309,15,14,460,50,496,2.773e-31,1169,0.8957,V5VH83,O94788,calB_1,ALDH1A2,9606
AF-A0A081GRI4-F1-model_v4,AF-Q147X3-2-F1-model_v6,0.231,134,94,4,1,128,175,305,9.227e-07,259,0.8955,A0A081GRI4,Q147X3,ypeA,NAA30,9606
AF-A0A1E3M5A4-F1-model_v4,AF-Q6IAN0-F1-model_v6,0.249,261,178,5,3,246,53,312,2.016e-19,679,0.8954,A0A1E3M5A4,Q6IAN0,,DHRS7B,9606
AF-A0A1E3MAB9-F1-model_v4,AF-P05091-2-F1-model_v6,0.25,408,284,14,55,454,73,466,2.818e-26,980,0.8952,A0A1E3MAB9,P05091,,ALDH2,9606
AF-A0A1E3M3J5-F1-model_v4,AF-P45954-2-F1-model_v6,0.285,315,207,8,129,429,6,316,1.22e-18,799,0.8951,A0A1E3M3J5,P45954,,ACADSB,9606
AF-V5VFS5-F1-model_v4,AF-Q969S9-5-F1-model_v6,0.398,467,215,11,6,432,66,506,8.030999999999999e-47,1692,0.895,V5VFS5,Q969S9,fusA,GFM2,9606
AF-A0A1E3M602-F1-model_v4,AF-O15427-F1-model_v6,0.2,395,299,8,9,394,18,404,7.736e-13,647,0.8949,A0A1E3M602,O15427,,SLC16A3,9606
AF-A0A1E3M7Q3-F1-model_v4,AF-Q6JQN1-2-F1-model_v6,0.306,359,228,9,7,355,256,603,1.502e-24,974,0.8949,A0A1E3M7Q3,Q6JQN1,,ACAD10,9606
AF-V5V915-F1-model_v4,AF-P60842-3-F1-model_v6,0.326,193,126,2,195,385,2,192,3.404e-14,486,0.8949,V5V915,P60842,,EIF4A1,9606
AF-A0A1E3M6V3-F1-model_v4,AF-Q96DC8-F1-model_v6,0.202,272,209,2,1,272,33,296,1.6370000000000002e-20,708,0.8949,A0A1E3M6V3,Q96DC8,,ECHDC3,9606
AF-A0A1E3M951-F1-model_v4,AF-Q6P2I3-F1-model_v6,0.292,219,137,6,3,211,103,313,5.2290000000000004e-20,725,0.8948,A0A1E3M951,Q6P2I3,,FAHD2B,9606
AF-A0A1E3M2T8-F1-model_v4,AF-Q13825-2-F1-model_v6,0.256,269,158,5,4,263,75,310,1.747e-17,626,0.8947,A0A1E3M2T8,Q13825,,AUH,9606
AF-V5V9W2-F1-model_v4,AF-Q9UKU7-F1-model_v6,0.238,432,270,17,32,459,38,414,5.566e-20,889,0.8946,V5V9W2,Q9UKU7,mmgC_2,ACAD8,9606
AF-A0A1E3MAN5-F1-model_v4,AF-Q9NZB8-6-F1-model_v6,0.336,345,199,14,12,344,59,385,1.073e-30,1067,0.8946,A0A1E3MAN5,Q9NZB8,moaA,MOCS1,9606
AF-A0A1E3M991-F1-model_v4,AF-Q5JRX3-F1-model_v6,0.285,1016,654,22,11,976,44,1037,1.148e-77,3355,0.8945,A0A1E3M991,Q5JRX3,,PITRM1,9606
AF-A0A1E3M3J5-F1-model_v4,AF-P16219-F1-model_v6,0.271,376,247,10,73,429,29,396,7.8369999999999995e-22,945,0.8945,A0A1E3M3J5,P16219,,ACADS,9606
AF-A0A1E3M8J4-F1-model_v4,AF-P45954-F1-model_v6,0.228,398,272,14,119,509,51,420,7.636e-15,712,0.8943,A0A1E3M8J4,P45954,,ACADSB,9606
AF-A0A1E3M991-F1-model_v4,AF-Q5JRX3-2-F1-model_v6,0.284,1017,655,23,11,976,44,1038,6.954000000000001e-78,3359,0.8942,A0A1E3M991,Q5JRX3,,PITRM1,9606
AF-A0A1E3M554-F1-model_v4,AF-Q9HAC7-2-F1-model_v6,0.352,437,207,6,1,409,38,426,2.631e-39,1340,0.8942,A0A1E3M554,Q9HAC7,,SUGCT,9606
AF-A0A1E3M466-F1-model_v4,AF-Q14689-3-F1-model_v6,0.201,521,360,19,1,479,284,790,5.867e-33,1100,0.8941,A0A1E3M466,Q14689,,DIP2A,9606
AF-A0A0H4UD70-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.219,242,173,8,8,246,1,229,8.041e-17,553,0.8941,A0A0H4UD70,Q8N4T8,,CBR4,9606
AF-V5VCG9-F1-model_v4,AF-Q9H171-5-F1-model_v6,0.171,64,46,2,47,109,13,70,0.2405,97,0.8938,V5VCG9,Q9H171,mprA,ZBP1,9606
AF-V5VBB8-F1-model_v4,AF-Q15758-2-F1-model_v6,0.269,263,179,5,159,413,26,283,5.457e-07,333,0.8936,V5VBB8,Q15758,dctA_3,SLC1A5,9606
AF-V5VB38-F1-model_v4,AF-Q9NPJ3-2-F1-model_v6,0.234,111,83,2,32,141,5,114,5.224e-09,328,0.8935,V5VB38,Q9NPJ3,,ACOT13,9606
AF-A0A0D7T2Y0-F1-model_v4,AF-Q96NN9-2-F1-model_v6,0.254,417,280,16,1,401,198,599,1.753e-31,1107,0.8934,A0A0D7T2Y0,Q96NN9,,AIFM3,9606
AF-V5VAZ8-F1-model_v4,AF-P28330-F1-model_v6,0.239,434,266,15,35,462,54,429,8.277000000000001e-20,849,0.8934,V5VAZ8,P28330,,ACADL,9606
AF-V5V997-F1-model_v4,AF-Q6PKH6-2-F1-model_v6,0.213,244,169,4,1,242,19,241,1.783e-18,631,0.8932,V5V997,Q6PKH6,fadH_3,DHRS4L2,9606
AF-V5VBV2-F1-model_v4,AF-Q8N3H0-2-F1-model_v6,0.28,25,18,0,21,45,7,31,0.8273,65,0.8928,V5VBV2,Q8N3H0,,TAFA2,9606
AF-A0A1E3M5A4-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.22,236,161,6,1,222,1,227,1.526e-16,575,0.8928,A0A1E3M5A4,Q8N4T8,,CBR4,9606
AF-A0A0H4UDV2-F1-model_v4,AF-A4D2B8-F1-model_v6,0.302,172,111,4,2,169,206,372,4.163e-11,483,0.8927,A0A0H4UDV2,A4D2B8,mutL,PMS2P1,9606
AF-V5VAC5-F1-model_v4,AF-Q8WWX0-2-F1-model_v6,0.162,166,91,5,8,172,20,138,0.002363,188,0.8924,V5VAC5,Q8WWX0,,ASB5,9606
AF-A0A1L5TKL4-F1-model_v4,AF-Q96ES6-F1-model_v6,0.252,420,285,12,4,408,1,406,2.801e-16,824,0.8923,A0A1L5TKL4,Q96ES6,,SLC33A2,9606
AF-A0A059ZG91-F1-model_v4,AF-O60869-2-F1-model_v6,0.196,61,49,0,6,66,75,135,0.02095,135,0.8921,A0A059ZG91,O60869,sinR,EDF1,9606
AF-A0A059ZG91-F1-model_v4,AF-O60869-3-F1-model_v6,0.206,63,48,1,7,67,76,138,0.008097,147,0.8921,A0A059ZG91,O60869,sinR,EDF1,9606
AF-A0A1E3M4H1-F1-model_v4,AF-P55084-F1-model_v6,0.312,439,245,12,1,400,51,471,3.29e-37,1221,0.8919,A0A1E3M4H1,P55084,,HADHB,9606
AF-A0A7U4X9B0-F1-model_v4,AF-P36268-F1-model_v6,0.226,601,379,29,76,657,35,568,3.193e-36,1320,0.8918,A0A7U4X9B0,P36268,,GGT2P,9606
AF-A0A1E3M559-F1-model_v4,AF-Q9BTE1-F1-model_v6,0.22,177,111,7,13,165,3,176,9.669e-09,374,0.8917,A0A1E3M559,Q9BTE1,,DCTN5,9606
AF-V5VBY4-F1-model_v4,AF-P24752-2-F1-model_v6,0.221,113,88,0,93,205,33,145,0.004567,123,0.8916,V5VBY4,P24752,fadI,ACAT1,9606
AF-V5V8L4-F1-model_v4,AF-P78330-F1-model_v6,0.294,221,138,11,188,397,10,223,1.182e-13,491,0.8916,V5V8L4,P78330,serB,PSPH,9606
AF-A0A059ZR59-F1-model_v4,AF-Q9HAC7-4-F1-model_v6,0.274,372,211,9,3,368,39,357,3.9590000000000003e-25,804,0.8916,A0A059ZR59,Q9HAC7,,SUGCT,9606
AF-V5VHM1-F1-model_v4,AF-O15427-F1-model_v6,0.139,424,324,8,9,424,14,404,7.11e-12,572,0.8914,V5VHM1,O15427,,SLC16A3,9606
AF-A0A059ZS83-F1-model_v4,AF-O75165-F1-model_v6,0.196,51,40,1,2,51,975,1025,0.02411,131,0.891,A0A059ZS83,O75165,,DNAJC13,9606
AF-A0A0D7TCB6-F1-model_v4,AF-Q9H974-F1-model_v6,0.209,424,267,16,1,366,1,414,1.9870000000000002e-26,959,0.8909,A0A0D7TCB6,Q9H974,tgt,QTRT2,9606
AF-A0A1E3M7Q3-F1-model_v4,AF-Q6JQN1-5-F1-model_v6,0.306,359,228,9,7,355,287,634,3.721e-24,956,0.8909,A0A1E3M7Q3,Q6JQN1,,ACAD10,9606
AF-V5VI41-F1-model_v4,AF-Q6PKH6-2-F1-model_v6,0.27,233,158,4,4,236,21,241,6.715e-20,664,0.8906,V5VI41,Q6PKH6,yciK,DHRS4L2,9606
AF-V5VH54-F1-model_v4,AF-Q6NS38-F1-model_v6,0.293,215,139,4,1,203,46,259,4.578e-18,702,0.8904,V5VH54,Q6NS38,,ALKBH2,9606
AF-A0A1E3M7Q3-F1-model_v4,AF-Q6JQN1-F1-model_v6,0.306,359,228,9,7,355,256,603,5.295e-24,950,0.8904,A0A1E3M7Q3,Q6JQN1,,ACAD10,9606
AF-A0A059ZND5-F1-model_v4,AF-Q5HY92-F1-model_v6,0.284,260,162,9,154,396,483,735,1.344e-15,594,0.8903,A0A059ZND5,Q5HY92,ftsH,FIGN,9606
AF-A0A1E3M723-F1-model_v4,AF-Q8NB37-F1-model_v6,0.176,238,172,7,34,268,4,220,2.672e-15,524,0.8902,A0A1E3M723,Q8NB37,,GATD1,9606
AF-A0A0D5YG92-F1-model_v4,AF-Q6PKH6-2-F1-model_v6,0.223,237,147,7,2,232,29,234,4.431e-15,503,0.8902,A0A0D5YG92,Q6PKH6,,DHRS4L2,9606
AF-V5V9Z8-F1-model_v4,AF-Q9UGM6-F1-model_v6,0.274,343,231,10,1,335,28,360,5.701000000000001e-20,870,0.8899,V5V9Z8,Q9UGM6,trpS,WARS2,9606
AF-A0A059ZJE9-F1-model_v4,AF-Q9P2T1-2-F1-model_v6,0.263,475,201,14,1,464,19,355,1.87e-33,1073,0.8898,A0A059ZJE9,Q9P2T1,guaB,GMPR2,9606
AF-A0A0D7TCB6-F1-model_v4,AF-Q9H974-4-F1-model_v6,0.207,424,268,15,1,366,13,426,9.118000000000001e-26,935,0.8888,A0A0D7TCB6,Q9H974,tgt,QTRT2,9606
AF-A0A0B4BLI5-F1-model_v4,AF-Q8IY49-2-F1-model_v6,0.265,215,145,5,2,208,21,230,3.192e-10,486,0.8887,A0A0B4BLI5,Q8IY49,,MMD2,9606
AF-A0A7Z7F6Y0-F1-model_v4,AF-Q9H171-4-F1-model_v6,0.161,62,48,2,15,76,84,141,1.164,75,0.8885,A0A7Z7F6Y0,Q9H171,,ZBP1,9606
AF-A0A0D7T2Y0-F1-model_v4,AF-Q96NN9-3-F1-model_v6,0.258,418,277,18,1,401,192,593,8.841e-33,1141,0.888,A0A0D7T2Y0,Q96NN9,,AIFM3,9606
AF-A0A5P1UDB1-F1-model_v4,AF-Q96CM8-2-F1-model_v6,0.237,547,371,20,28,538,94,630,4.3980000000000005e-46,1518,0.8879,A0A5P1UDB1,Q96CM8,,ACSF2,9606
AF-A0A1E3M570-F1-model_v4,AF-Q9H2V7-F1-model_v6,0.205,463,317,15,15,448,54,494,2.314e-16,797,0.8879,A0A1E3M570,Q9H2V7,,SPNS1,9606
AF-V5VHL7-F1-model_v4,AF-Q15181-F1-model_v6,0.206,203,126,11,2,174,31,228,2.968e-10,386,0.8876,V5VHL7,Q15181,ppa,PPA1,9606
AF-A0A7U7JWA9-F1-model_v4,AF-Q2M3R5-2-F1-model_v6,0.156,300,242,6,11,304,70,364,7.955e-10,495,0.8876,A0A7U7JWA9,Q2M3R5,,SLC35G1,9606
AF-A0A1E3M9P5-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.316,625,334,16,167,710,4,616,8.227e-42,1804,0.8875,A0A1E3M9P5,Q8N5C6,,SRBD1,9606
AF-A0A1E3MB35-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.236,254,167,7,6,252,2,235,2.053e-16,600,0.8874,A0A1E3MB35,Q8N4T8,,CBR4,9606
AF-A0A1E3M713-F1-model_v4,AF-Q9H171-F1-model_v6,0.114,61,47,2,48,107,14,68,0.2714,91,0.8874,A0A1E3M713,Q9H171,,ZBP1,9606
AF-V5VBY4-F1-model_v4,AF-Q9BWD1-F1-model_v6,0.237,438,272,9,100,522,6,396,6.347e-33,1086,0.8874,V5VBY4,Q9BWD1,fadI,ACAT2,9606
AF-A0A0H4UDV2-F1-model_v4,AF-A4D2B8-2-F1-model_v6,0.311,180,115,4,1,173,203,380,1.371e-12,532,0.8874,A0A0H4UDV2,A4D2B8,mutL,PMS2P1,9606
AF-V5VFD9-F1-model_v4,AF-Q86XE5-F1-model_v6,0.22,299,218,10,10,301,35,325,1.809e-15,591,0.8873,V5VFD9,Q86XE5,kdgD,HOGA1,9606
AF-A0A1E3M8R8-F1-model_v4,AF-Q96CM8-2-F1-model_v6,0.257,570,359,18,16,545,87,631,4.616e-52,1611,0.8865,A0A1E3M8R8,Q96CM8,,ACSF2,9606
AF-A0A0H4UJK3-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.208,240,165,7,1,226,1,229,4.301e-15,507,0.8863,A0A0H4UJK3,Q8N4T8,bphB,CBR4,9606
AF-A0A1E3M7Q8-F1-model_v4,AF-Q5K4L6-F1-model_v6,0.3,678,377,18,15,613,25,683,1.689e-62,2092,0.8861,A0A1E3M7Q8,Q5K4L6,,SLC27A3,9606
AF-A0A077GRS4-F1-model_v4,AF-Q9H171-5-F1-model_v6,0.112,62,48,2,42,102,15,70,1.942,64,0.886,A0A077GRS4,Q9H171,ohrR_2,ZBP1,9606
AF-A0A1E3M2I0-F1-model_v4,AF-Q9H0R6-2-F1-model_v6,0.318,261,146,8,6,237,4,261,1.199e-16,562,0.8859,A0A1E3M2I0,Q9H0R6,,QRSL1,9606
AF-V5VC71-F1-model_v4,AF-P61011-F1-model_v6,0.317,302,190,5,71,364,2,295,5.3520000000000005e-20,794,0.8858,V5VC71,P61011,ftsY,SRP54,9606
AF-A0A7U4XC22-F1-model_v4,AF-O60869-3-F1-model_v6,0.203,64,49,1,7,68,75,138,0.01447,154,0.8858,A0A7U4XC22,O60869,,EDF1,9606
AF-V5VAZ8-F1-model_v4,AF-P45954-F1-model_v6,0.238,431,258,15,35,456,57,426,2.9650000000000003e-20,880,0.8854,V5VAZ8,P45954,,ACADSB,9606
AF-A0A0E1FFQ5-F1-model_v4,AF-Q96MZ0-2-F1-model_v6,0.25,88,60,3,2,88,47,129,0.002848,182,0.885,A0A0E1FFQ5,Q96MZ0,,GDAP1L1,9606
AF-A0A086I3X4-F1-model_v4,AF-Q9Y600-F1-model_v6,0.269,509,317,13,12,493,10,490,2.5439999999999998e-39,1455,0.8847,A0A086I3X4,Q9Y600,ddc,CSAD,9606
AF-A0A081H1H1-F1-model_v4,AF-O75648-4-F1-model_v6,0.306,235,146,6,144,371,10,234,1.314e-19,621,0.8845,A0A081H1H1,O75648,mnmA,TRMU,9606
AF-A0A1E3M2M0-F1-model_v4,AF-Q9NPJ3-2-F1-model_v6,0.271,114,78,4,18,127,5,117,6.05e-09,357,0.8845,A0A1E3M2M0,Q9NPJ3,,ACOT13,9606
AF-A0A0G4QPN7-F1-model_v4,AF-P45954-F1-model_v6,0.179,390,288,12,24,399,61,432,6.478e-18,771,0.8844,A0A0G4QPN7,P45954,soxC_3,ACADSB,9606
AF-A0A1E3M8J4-F1-model_v4,AF-Q9UKU7-F1-model_v6,0.195,398,283,15,124,513,40,408,7.867e-14,659,0.8842,A0A1E3M8J4,Q9UKU7,,ACAD8,9606
AF-A0A1E3M7T2-F1-model_v4,AF-O94788-F1-model_v6,0.245,505,351,16,23,515,26,512,2.1289999999999998e-39,1299,0.8841,A0A1E3M7T2,O94788,,ALDH1A2,9606
AF-A0A1E3M7Q3-F1-model_v4,AF-Q709F0-2-F1-model_v6,0.318,355,218,12,7,348,11,354,2.283e-23,908,0.8841,A0A1E3M7Q3,Q709F0,,ACAD11,9606
AF-A0A1E3M9G6-F1-model_v4,AF-P51659-F1-model_v6,0.28,253,157,7,4,247,6,242,2.923e-15,556,0.8839,A0A1E3M9G6,P51659,,HSD17B4,9606
AF-V5VEQ8-F1-model_v4,AF-Q86XE5-F1-model_v6,0.215,306,214,11,5,300,35,324,2.203e-14,554,0.8836,V5VEQ8,Q86XE5,dapA_2,HOGA1,9606
AF-V5VFC8-F1-model_v4,AF-Q96DC8-F1-model_v6,0.25,268,183,6,1,263,39,293,2.7840000000000005e-20,691,0.8836,V5VFC8,Q96DC8,hcaA,ECHDC3,9606
AF-A0A1E3MEA1-F1-model_v4,AF-Q96DC8-F1-model_v6,0.223,206,150,7,1,205,45,241,2.187e-08,367,0.8835,A0A1E3MEA1,Q96DC8,,ECHDC3,9606
AF-A0A0G4QUE5-F1-model_v4,AF-Q03154-F1-model_v6,0.183,398,295,21,1,375,8,398,7.8140000000000005e-28,872,0.8829,A0A0G4QUE5,Q03154,dapE,ACY1,9606
AF-A0A1E3M3K3-F1-model_v4,AF-P37058-2-F1-model_v6,0.248,181,128,6,8,184,49,225,6.312e-13,455,0.8826,A0A1E3M3K3,P37058,,HSD17B3,9606
AF-A0A0H4UDV2-F1-model_v4,AF-P54278-4-F1-model_v6,0.331,172,110,3,1,169,3,172,2.141e-13,560,0.8826,A0A0H4UDV2,P54278,mutL,PMS2,9606
